Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
otc-wt2000-m-torch-assy,OTC WT2000-M Torch Assy,"* Superior Ergonomic Handle for Easy Operation<br />* Spring Cable Support for Smooth Wire Wire Feeding<br />* Durable Metal Connection System<br />* Many optional parts for various application<br />* Other Blue Torches also available, please check under introductions<h3>Specs</h3><table><tr><td>Part number</td><td>WT2000-M</td></tr><tr><td>Rated Current</td><td>200A (CO2) / 160A (MAG)</td></tr><tr><td>Rated Duty Cycle</td><td>50% (CO2) / 30% (MAG)</td></tr><tr><td>Applicable Wire Size</td><td>(0.8) 0.9 (1.0) (1.2) mm</td></tr><tr><td>Cable Length</td><td>4.5 m</td></tr><tr><td>Cooling Method</td><td>Air Cooled</td></tr></table>",OTC,Blue Torch,"Cooling Method_Air Cooled, Rated Current_200A (CO2) / 160A (MAG), Type_Blue Torch II",true,Title,Default Title,,,,,,0,,1,deny,manual,635000.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,kg,
